Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
1	-1.9369037	55.345284	66.90313	-56.94161	119.35	-11.904385	12.347302	0.51502085	-54.770233	10000	6.103516e-08	2729.3323	-0.029340198	-195.6128	22.952562	0.016032718	0.1336	10.0	170.92035031318665
2	-2.4939635	56.81055	67.897224	-57.781616	96.28	-10.814204	11.361455	0.999364	-57.382492	15000	-1.6174316e-07	3135.651	-0.028112039	-188.55542	22.962208	0.015998436	0.1116	13.0	342.9226996898651
3	2.2964234	57.161396	66.8995	-57.920174	101.81633	-7.3918056	9.531853	1.7571074	-45.1479	20000	3.8146972e-08	3001.6123	-0.032553248	-157.07202	22.938438	0.011927122	0.1294	19.0	514.4243838787079
4	-7.565629	54.61386	63.728596	-57.62559	89.6	-6.2597337	8.304972	2.5537443	-36.850513	25000	-3.051758e-08	2643.2024	-0.024530353	-104.67505	22.931288	0.016223026	0.1524	12.0	687.16721367836
5	-1.6610036	56.061943	64.77112	-57.954983	101.265305	-3.0376782	7.4685493	4.373989	-31.957392	30000	-6.1035155e-09	2517.5315	-0.02530345	-63.4834	22.923573	0.015876178	0.11	12.0	1040.0496079921722
6	8.248977	56.4387	66.17354	-56.002666	108.45652	-1.3437479	6.264734	5.4708714	-30.380804	35000	3.051758e-08	2704.6072	-0.028088091	-88.84717	22.989954	0.015395984	0.1392	14.0	1211.191187620163
7	10.354675	55.99039	65.36576	-60.129417	112.61364	0.03510514	5.5559263	7.059267	-22.153637	40000	-1.0986328e-07	2584.5999	-0.028563622	-72.778564	22.967678	0.01568834	0.1242	17.0	1382.2090287208557
8	16.868406	55.79992	68.1123	-57.558514	133.1892	1.1443273	5.5293202	9.557928	-24.076323	45000	1.0986328e-07	2587.088	-0.0272143	-96.72363	22.971823	0.01575873	0.12	15.0	1552.3885219097137
9	14.6838875	54.611687	67.39205	-56.3002	113.47727	3.0141327	5.6864195	15.922301	-28.259474	50000	3.051758e-08	2281.5322	-0.030809276	-69.661865	22.930895	0.0146178575	0.112	19.0	1723.246277332306
10	-2.6026034	56.885838	67.48787	-57.16434	91.98148	3.210729	5.8209305	15.518083	-19.681307	55000	8.5449216e-08	2553.884	-0.025761683	-51.175293	22.961515	0.016725244	0.112	13.0	2100.18514585495
11	-3.0434241	54.743412	65.5582	-58.333523	106.38298	3.6930866	5.730765	17.938417	-18.478382	60000	-1.373291e-08	2120.9995	-0.031670634	-44.654297	23.000954	0.014817001	0.1246	19.0	2273.4718935489655
12	1.6002103	54.972637	66.998055	-56.492886	111.74419	4.3393545	5.8805747	22.29348	-24.835207	65000	0.0	1984.2988	-0.028828686	-48.033813	22.979803	0.009756487	0.1216	19.0	2446.4298305511475
13	11.67462	55.81516	68.19934	-57.60689	126.30769	5.556041	6.099188	22.372534	-21.522055	70000	1.525879e-08	2127.1553	-0.027832381	-85.055664	22.989767	0.0147225605	0.1196	19.0	2619.161969900131
14	3.7441075	56.09648	64.54576	-56.208202	105.59574	6.2191095	6.8758836	25.214653	-23.52358	75000	-1.6784668e-08	2197.6924	-0.030940138	-65.27905	22.971487	0.015514809	0.1522	18.0	2792.8338792324066
15	14.851061	56.730488	68.52756	-57.22269	115.90476	8.493071	5.80063	27.820248	-13.677114	80000	2.4414062e-08	2233.238	-0.031925213	-77.99756	22.990671	0.0146461	0.1506	19.0	3196.3716559410095
16	12.104966	55.555218	69.269966	-55.76046	112.81396	9.695417	5.8934727	35.89683	-16.944582	85000	3.6621095e-08	2030.805	-0.024247102	-64.93823	22.978495	0.016153097	0.1308	12.0	3369.411613702774
17	-11.121965	54.48981	65.85246	-57.496204	90.49056	10.101482	5.9455924	35.18787	-14.703578	90000	-4.8828124e-08	2065.942	-0.0227086	-63.48047	22.982729	0.015975494	0.1092	12.0	3543.9761397838593
18	27.597576	50.28574	66.40037	-55.69898	124.35	12.302707	5.3783445	32.593285	-11.613914	95000	-4.8828124e-08	1719.1667	-0.027675904	-71.043335	23.007545	0.0105125755	0.1418	19.0	3716.2530076503754
19	18.016624	54.36777	65.997215	-59.371716	118.57143	12.208262	7.134286	43.318344	-19.383787	100000	1.525879e-08	1786.8148	-0.025746329	-62.17041	23.024853	0.017177492	0.1236	13.0	3885.6919741630554
20	21.379833	52.429203	67.36855	-54.37486	134.91891	14.037181	6.6604753	36.833126	-15.443361	105000	-6.1035155e-09	1564.5417	-0.02785339	-61.758057	23.024408	0.014455692	0.1108	19.0	4273.926936149597
21	-2.3898282	54.502064	64.32481	-56.855778	96.98039	13.95275	7.977784	40.395733	-17.402014	110000	1.525879e-08	1673.0074	-0.022375438	-39.395996	23.00382	0.016610123	0.088	11.0	4444.263600587845
22	12.155135	55.95925	68.716736	-60.780907	127.42105	15.320606	7.5282927	50.309414	-9.546618	115000	-3.6621095e-08	1777.0322	-0.020701025	-59.199463	23.005356	0.016027253	0.0944	8.0	4613.224211931229
23	20.90218	53.469868	66.200356	-55.41588	121.414635	15.891078	7.5050735	43.10889	-21.343521	120000	-6.713867e-08	1654.5138	-0.024784891	-72.21594	22.98119	0.015813397	0.109	13.0	4782.728387117386
24	-2.8492744	56.2119	65.35906	-57.461464	103.93617	15.185371	9.939837	52.3516	-23.439796	125000	-1.2207031e-08	1842.796	-0.017779699	-90.00427	23.04186	0.018334134	0.1126	6.0	4952.323527574539
25	-11.407943	55.847458	66.19014	-57.920334	82.933334	16.11842	10.613616	52.28924	-21.781906	130000	-1.8310548e-08	1975.6388	-0.017569317	-115.384766	23.02215	0.017371312	0.126	8.0	5366.78115773201
26	19.827042	54.184837	63.214134	-55.86691	116.52381	16.960665	10.200614	54.58145	-29.851007	135000	2.4414062e-08	1521.56	-0.028705725	-74.2052	23.038471	0.014122791	0.147	19.0	5535.992793083191
27	-3.319799	55.91777	66.82086	-56.98587	94.17308	17.274511	12.557383	52.26912	-38.943493	140000	3.0517577e-09	1717.5536	-0.021815818	-44.19861	23.04117	0.017759345	0.1048	8.0	5706.604016304016
28	1.8235035	57.33458	67.68512	-58.79727	103.208336	16.689463	12.017397	51.54109	-32.12201	145000	4.5776368e-08	1749.0793	-0.031306222	-66.84094	23.024687	0.015139255	0.1488	18.0	5876.306145906448
29	13.950825	55.286343	67.59709	-57.578056	130.10527	20.919737	10.816135	60.4447	-25.506407	150000	4.577637e-09	1392.3414	-0.026349125	-48.022583	23.037909	0.013001999	0.0978	19.0	6045.286571741104
30	-6.4246154	56.515682	68.01442	-57.627647	88.72222	19.098503	12.730057	61.103172	-31.168337	155000	-4.2724608e-08	1579.3666	-0.024436902	-74.05713	23.011963	0.01655498	0.0932	13.0	6488.8777987957
31	-1.8541523	57.10557	68.0826	-57.783447	113.454544	18.946129	13.361549	53.05328	-34.56693	160000	-1.2207031e-08	1453.8961	-0.020322362	-59.757446	22.984222	0.0169294	0.129	10.0	6658.26827454567
32	2.0424724	56.52154	67.532	-56.949913	115.833336	19.897503	14.67066	68.08108	-46.863564	165000	2.1362304e-08	1284.4882	-0.022756688	-48.978638	23.02244	0.016241642	0.1008	11.0	6827.409260034561
33	-16.31918	52.73894	67.674065	-56.66647	85.36207	16.783813	16.743286	56.674686	-32.393356	170000	6.1035155e-09	1537.9496	-0.020704437	-85.24573	23.039501	0.01685513	0.0918	10.0	6999.016966342926
34	12.476889	53.19965	64.87374	-57.700573	134.83784	19.589355	13.868149	53.12237	-38.75174	175000	-4.2724608e-08	1174.5143	-0.023889054	-31.228638	23.01429	0.01558356	0.1422	15.0	7167.289699077606
35	8.331444	50.344845	64.94778	-58.360165	149.75	22.882074	13.289004	58.42116	-48.71687	180000	1.8310548e-08	948.3224	-0.025134528	-9.808777	23.048399	0.011952135	0.1202	19.0	7636.417652130127
36	6.794608	55.53349	66.82549	-58.142197	134.80556	20.827286	15.880763	58.868435	-52.36874	185000	-4.8828124e-08	1245.638	-0.020090533	-24.261353	23.012712	0.01904087	0.139	11.0	7805.168727397919
37	0.93707865	57.485653	66.31422	-56.44321	123.925	19.840574	18.242632	61.853394	-53.09467	190000	1.2207031e-08	1181.2478	-0.021901758	-63.30493	23.0206	0.016427737	0.111	11.0	7973.809216737747
38	13.47682	55.79825	67.297325	-58.079746	134.56757	22.90355	14.594941	60.35399	-39.403427	195000	-6.1035155e-09	1244.2136	-0.015391137	-62.95691	23.039875	0.015356133	0.093	6.0	8142.047905445099
39	6.63266	57.624157	69.3214	-60.710003	117.92857	22.746054	17.756784	66.97518	-37.456295	200000	6.1035155e-09	1249.4832	-0.025703326	-65.20532	23.051485	0.015544277	0.1116	14.0	8310.885882139206
40	5.855829	57.2634	68.575455	-59.91178	115.71429	24.57176	17.287363	65.86132	-50.615524	205000	-3.4332275e-09	1103.013	-0.033126403	-57.919556	23.035023	0.0141134625	0.143	19.0	8757.308986186981
41	10.788891	55.720383	66.62859	-57.14524	127.02631	27.5415	16.88249	96.05153	-46.22413	210000	1.373291e-08	1068.2483	-0.02459314	-26.172852	23.015821	0.016037088	0.1162	13.0	8925.989245891571
42	12.242284	53.034008	65.47757	-57.60012	139.88571	26.435122	17.000446	71.29679	-50.378563	215000	-2.1362304e-08	907.7737	-0.02675999	-22.999756	23.012638	0.013613589	0.125	19.0	9094.588534355164
43	12.896856	56.84575	66.512825	-55.864136	122.625	27.456776	17.976501	81.32074	-39.399815	220000	-3.967285e-08	1063.596	-0.02479675	-50.221436	23.019642	0.015889809	0.099	11.0	9263.67491030693
