Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
23600	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.4798144	0.002883645	-1.4748696	-1.4847594	-1.5154132	0.002883645	-1.5104684	-1.5203582	1.4799144	19405.441	4952.459868192673
23700	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.4898043	0.002883645	-1.4848593	-1.4947492	-1.525403	0.002883645	-1.5204581	-1.530348	1.489904	19401.504	4975.326622009277
23800	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.499794	0.002883645	-1.4948491	-1.5047389	-1.5353928	0.002883645	-1.5304478	-1.5403377	1.4998938	19397.57	4997.975168228149
23900	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.5097837	0.002883645	-1.5048388	-1.5147287	-1.5453825	0.002883645	-1.5404376	-1.5503274	1.5098835	19393.635	5020.716166973114
24000	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.5197734	0.002883645	-1.5148286	-1.5247184	-1.5553721	0.002883645	-1.5504273	-1.5603172	1.5198731	19389.7	5043.448665857315
24100	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.5297633	0.002883645	-1.5248183	-1.5347081	-1.5653621	0.002883645	-1.560417	-1.5703069	1.5298631	19385.766	5066.147337198257
24200	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.539753	0.002883645	-1.534808	-1.5446979	-1.5753517	0.002883645	-1.5704068	-1.5802966	1.5398527	19381.832	5088.970990896225
24300	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.5497427	0.002883645	-1.5447978	-1.5546876	-1.5853415	0.002883645	-1.5803965	-1.5902864	1.5498425	19377.898	5111.615175485611
24400	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.5597323	0.002883645	-1.5547875	-1.5646774	-1.5953311	0.002883645	-1.5903863	-1.6002761	1.5598323	19373.965	5134.497443675995
24500	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.5697222	0.002883645	-1.5647773	-1.5746671	-1.6053209	0.002883645	-1.600376	-1.6102659	1.569822	19370.033	5157.404226779938
24600	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.5797119	0.002883645	-1.574767	-1.5846568	-1.6153107	0.002883645	-1.6103657	-1.6202556	1.5798118	19366.102	5180.480563879013
24700	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.5897017	0.002883645	-1.5847567	-1.5946466	-1.6253004	0.002883645	-1.6203555	-1.6302453	1.5898014	19362.168	5203.2294499874115
24800	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.5996913	0.002883645	-1.5947465	-1.6046363	-1.63529	0.002883645	-1.6303452	-1.6402351	1.599791	19358.236	5226.319812297821
24900	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.6096812	0.002883645	-1.6047362	-1.614626	-1.64528	0.002883645	-1.640335	-1.6502248	1.6097811	19354.307	5249.249079704285
25000	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.6196707	0.002883645	-1.614726	-1.6246158	-1.6552695	0.002883645	-1.6503247	-1.6602145	1.6197708	19350.373	5272.087754249573
25100	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.6296605	0.002883645	-1.6247157	-1.6346055	-1.6652592	0.002883645	-1.6603144	-1.6702043	1.6297606	19346.445	5294.928628444672
25200	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.6396502	0.002883645	-1.6347054	-1.6445953	-1.675249	0.002883645	-1.6703042	-1.680194	1.6397504	19342.516	5317.825356960297
25300	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.6496401	0.002883645	-1.6446952	-1.654585	-1.6852388	0.002883645	-1.6802939	-1.6901838	1.64974	19338.586	5340.692820310593
25400	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.6596298	0.002883645	-1.6546849	-1.6645747	-1.6952286	0.002883645	-1.6902837	-1.7001735	1.6597297	19334.656	5363.834880590439
25500	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.6696196	0.002883645	-1.6646746	-1.6745645	-1.7052183	0.002883645	-1.7002734	-1.7101632	1.6697196	19330.729	5387.018607854843
25600	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.6796092	0.002883645	-1.6746644	-1.6845542	-1.7152079	0.002883645	-1.7102631	-1.720153	1.6797092	19326.799	5409.98605132103
25700	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.6895992	0.002883645	-1.6846541	-1.694544	-1.7251979	0.002883645	-1.7202529	-1.7301427	1.689699	19322.871	5433.076109647751
25800	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.6995887	0.002883645	-1.6946439	-1.7045337	-1.7351874	0.002883645	-1.7302426	-1.7401325	1.6996887	19318.945	5456.199661254883
25900	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.7095784	0.002883645	-1.7046336	-1.7145234	-1.7451771	0.002883645	-1.7402323	-1.7501222	1.7096785	19315.02	5479.217527627945
26000	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.7195681	0.002883645	-1.7146233	-1.7245132	-1.7551669	0.002883645	-1.7502221	-1.7601119	1.7196683	19311.092	5502.289932966232
26100	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.729558	0.002883645	-1.7246131	-1.7345029	-1.7651567	0.002883645	-1.7602118	-1.7701017	1.7296579	19307.164	5525.350836753845
26200	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.7395477	0.002883645	-1.7346028	-1.7444927	-1.7751465	0.002883645	-1.7702016	-1.7800914	1.7396479	19303.238	5548.3106298446655
26300	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.7495375	0.002883645	-1.7445925	-1.7544824	-1.7851362	0.002883645	-1.7801913	-1.7900811	1.7496375	19299.314	5571.637280702591
26400	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.7595271	0.002883645	-1.7545823	-1.7644721	-1.7951258	0.002883645	-1.790181	-1.8000709	1.7596271	19295.387	5595.094170331955
26500	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.7695171	0.002883645	-1.764572	-1.7744619	-1.8051158	0.002883645	-1.8001708	-1.8100606	1.769617	19291.463	5618.410973548889
26600	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.7795066	0.002883645	-1.7745618	-1.7844516	-1.8151053	0.002883645	-1.8101605	-1.8200504	1.7796066	19287.54	5641.68051981926
26700	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.7894964	0.002883645	-1.7845515	-1.7944413	-1.8250952	0.002883645	-1.8201503	-1.8300401	1.7895964	19283.615	5664.812130212784
26800	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.799486	0.002883645	-1.7945412	-1.8044311	-1.8350848	0.002883645	-1.83014	-1.8400298	1.7995862	19279.693	5688.169934511185
26900	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.8094759	0.002883645	-1.804531	-1.8144208	-1.8450747	0.002883645	-1.8401297	-1.8500196	1.8095758	19275.77	5711.47208070755
27000	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.8194656	0.002883645	-1.8145207	-1.8244106	-1.8550644	0.002883645	-1.8501195	-1.8600093	1.8195655	19271.846	5734.753824472427
27100	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.8294554	0.002883645	-1.8245105	-1.8344003	-1.8650541	0.002883645	-1.8601092	-1.869999	1.8295554	19267.924	5757.99786400795
27200	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.839445	0.002883645	-1.8345002	-1.84439	-1.8750437	0.002883645	-1.870099	-1.8799888	1.839545	19264.002	5781.264977931976
27300	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.849435	0.002883645	-1.8444899	-1.8543798	-1.8850337	0.002883645	-1.8800887	-1.8899785	1.8495349	19260.08	5804.923314809799
27400	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.8594245	0.002883645	-1.8544797	-1.8643695	-1.8950232	0.002883645	-1.8900784	-1.8999683	1.8595245	19256.158	5828.224467039108
27500	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.8694143	0.002883645	-1.8644694	-1.8743593	-1.9050131	0.002883645	-1.9000682	-1.909958	1.8695143	19252.238	5851.56594991684
27600	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.879404	0.002883645	-1.8744591	-1.884349	-1.9150027	0.002883645	-1.9100579	-1.9199477	1.8795041	19248.318	5875.143227338791
27700	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.8893938	0.002883645	-1.8844489	-1.8943387	-1.9249926	0.002883645	-1.9200476	-1.9299375	1.8894937	19244.398	5898.757798194885
27800	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.8993835	0.002883645	-1.8944386	-1.9043285	-1.9349823	0.002883645	-1.9300374	-1.9399272	1.8994837	19240.479	5922.285025835037
27900	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.9093733	0.002883645	-1.9044284	-1.9143182	-1.944972	0.002883645	-1.9400271	-1.949917	1.9094733	19236.56	5945.948807001114
28000	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.9193629	0.002883645	-1.9144181	-1.924308	-1.9549617	0.002883645	-1.9500169	-1.9599067	1.9194629	19232.64	5969.440945863724
28100	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.9293529	0.002883645	-1.9244078	-1.9342977	-1.9649516	0.002883645	-1.9600066	-1.9698964	1.9294528	19228.72	5992.952106714249
28200	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.9393424	0.002883645	-1.9343976	-1.9442874	-1.9749411	0.002883645	-1.9699963	-1.9798862	1.9394424	19224.805	6016.691098213196
28300	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.9493322	0.002883645	-1.9443873	-1.9542772	-1.984931	0.002883645	-1.9799861	-1.9898759	1.9494323	19220.887	6040.388217449188
28400	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.9593219	0.002883645	-1.954377	-1.9642669	-1.9949206	0.002883645	-1.9899758	-1.9998657	1.959422	19216.97	6063.782619476318
28500	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.9693117	0.002883645	-1.9643668	-1.9742566	-2.0049105	0.002883643	-1.9999655	-2.0098553	1.9694116	19213.053	6087.428001642227
28600	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.9793015	0.002883645	-1.9743565	-1.9842464	-2.0149	0.002883645	-2.0099552	-2.019845	1.9794014	19209.137	6110.949973344803
28700	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.9892912	0.002883645	-1.9843463	-1.9942361	-2.02489	0.002883645	-2.019945	-2.0298347	1.9893912	19205.22	6134.468962907791
28800	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-1.9992808	0.0028835943	-1.994336	-2.0042257	-2.0348797	0.002883645	-2.0299346	-2.0398245	1.9993806	19201.307	6158.20672750473
28900	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.0092704	0.002883645	-2.0043256	-2.0142155	-2.0448692	0.002883645	-2.0399244	-2.0498142	2.0093706	19197.39	6181.999433040619
29000	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.0192602	0.002883645	-2.0143154	-2.0242052	-2.054859	0.002883645	-2.0499141	-2.059804	2.0193603	19193.477	6205.7321038246155
29100	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.0292501	0.002883645	-2.024305	-2.034195	-2.064849	0.002883645	-2.0599039	-2.0697937	2.02935	19189.562	6229.268687963486
29200	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.0392396	0.002883645	-2.0342948	-2.0441847	-2.0748384	0.002883645	-2.0698936	-2.0797834	2.0393398	19185.648	6253.092091798782
29300	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.0492296	0.002883645	-2.0442846	-2.0541744	-2.0848284	0.002883645	-2.0798833	-2.0897732	2.0493293	19181.734	6276.865134000778
29400	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.0592191	0.002883645	-2.0542743	-2.0641642	-2.0948179	0.002883645	-2.089873	-2.099763	2.0593193	19177.82	6300.91335940361
29500	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.069209	0.002883645	-2.064264	-2.074154	-2.1048079	0.002883645	-2.0998628	-2.1097527	2.069309	19173.908	6324.791146039963
29600	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.0791988	0.002883645	-2.0742538	-2.0841436	-2.1147976	0.002883645	-2.1098526	-2.1197424	2.0792985	19169.994	6348.6965255737305
29700	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.0891883	0.002883645	-2.0842435	-2.0941334	-2.124787	0.002883645	-2.1198423	-2.1297321	2.0892885	19166.084	6372.306466579437
29800	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.099178	0.002883645	-2.0942333	-2.104123	-2.1347768	0.002883645	-2.129832	-2.1397219	2.0992782	19162.172	6396.2288110256195
29900	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.109168	0.002883645	-2.104223	-2.1141129	-2.1447668	0.002883645	-2.1398218	-2.1497116	2.1092677	19158.262	6420.051244020462
30000	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.1191576	0.002883645	-2.1142128	-2.1241026	-2.1547563	0.002883645	-2.1498115	-2.1597013	2.1192577	19154.352	6443.87199306488
30100	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.1291475	0.002883645	-2.1242025	-2.1340923	-2.1647463	0.002883645	-2.1598012	-2.169691	2.1292472	19150.44	6467.944957971573
30200	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.139137	0.002883645	-2.1341922	-2.144082	-2.1747358	0.002883645	-2.169791	-2.1796808	2.1392372	19146.531	6491.6621606349945
30300	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.149127	0.002883645	-2.144182	-2.1540718	-2.1847258	0.002883645	-2.1797807	-2.1896706	2.149227	19142.62	6515.589295387268
30400	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.1591167	0.002883645	-2.1541717	-2.1640615	-2.1947155	0.002883645	-2.1897705	-2.1996603	2.1592164	19138.71	6539.672526836395
30500	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.1691062	0.002883645	-2.1641614	-2.1740513	-2.204705	0.002883645	-2.1997602	-2.20965	2.1692064	19134.805	6563.836101293564
30600	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.179096	0.002883645	-2.1741512	-2.184041	-2.2146947	0.002883645	-2.20975	-2.2196398	2.1791961	19130.895	6587.904263496399
30700	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.189086	0.002883645	-2.184141	-2.1940308	-2.2246847	0.002883645	-2.2197397	-2.2296295	2.1891859	19126.986	6611.775222539902
30800	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.1990755	0.002883645	-2.1941307	-2.2040205	-2.2346742	0.002883645	-2.2297294	-2.2396193	2.1991756	19123.078	6635.757757902145
30900	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.2090654	0.002883645	-2.2041204	-2.2140102	-2.2446642	0.002883645	-2.2397192	-2.249609	2.209165	19119.172	6659.9859392642975
31000	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.219055	0.002883645	-2.2141101	-2.224	-2.2546537	0.002883645	-2.249709	-2.2595987	2.219155	19115.266	6684.3065185546875
31100	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.229045	0.002883645	-2.2240999	-2.2339897	-2.2646437	0.002883645	-2.2596986	-2.2695885	2.2291448	19111.36	6708.3644144535065
31200	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.2390347	0.002883645	-2.2340896	-2.2439795	-2.2746334	0.002883645	-2.2696884	-2.2795782	2.2391343	19107.453	6732.3617351055145
31300	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.2490242	0.002883645	-2.2440794	-2.2539692	-2.284623	0.002883645	-2.279678	-2.289568	2.2491243	19103.547	6756.7685260772705
31400	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.259014	0.002883645	-2.254069	-2.263959	-2.2946126	0.002883645	-2.2896678	-2.2995577	2.259114	19099.645	6780.887136936188
31500	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.2690039	0.002883645	-2.2640588	-2.2739487	-2.3046026	0.002883645	-2.2996576	-2.3095474	2.2691038	19095.738	6805.012752771378
31600	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.2789934	0.002883645	-2.2740486	-2.2839384	-2.3145921	0.002883645	-2.3096473	-2.3195372	2.2790935	19091.834	6829.301974534988
31700	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.2889833	0.002883645	-2.2840383	-2.2939281	-2.324582	0.002883645	-2.319637	-2.329527	2.289083	19087.93	6853.378349542618
31800	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.2989728	0.002883645	-2.294028	-2.303918	-2.3345716	0.002883645	-2.3296268	-2.3395166	2.299073	19084.027	6877.559501409531
31900	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.3089628	0.002883645	-2.3040178	-2.3139076	-2.3445616	0.002883645	-2.3396165	-2.3495064	2.3090627	19080.123	6901.96478676796
32000	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.3189526	0.002883645	-2.3140075	-2.3238974	-2.3545513	0.002883645	-2.3496063	-2.359496	2.3190522	19076.22	6926.283244132996
32100	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.328942	0.002883645	-2.3239973	-2.333887	-2.3645408	0.002883645	-2.359596	-2.3694859	2.3290422	19072.318	6950.671373844147
32200	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.3389318	0.002883645	-2.333987	-2.3438768	-2.3745306	0.002883645	-2.3695858	-2.3794756	2.339032	19068.418	6974.91028547287
32300	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.3489218	0.002883645	-2.3439767	-2.3538666	-2.3845205	0.002883645	-2.3795755	-2.3894653	2.3490217	19064.516	6999.28742146492
32400	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.3589113	0.002883645	-2.3539665	-2.3638563	-2.39451	0.002883645	-2.3895652	-2.399455	2.3590114	19060.613	7023.546777963638
32500	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.3689013	0.002883645	-2.3639562	-2.373846	-2.4045	0.002883645	-2.399555	-2.4094448	2.369001	19056.713	7047.823859214783
32600	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.3788908	0.002883645	-2.373946	-2.3838358	-2.4144895	0.002883645	-2.4095447	-2.4194345	2.378991	19052.812	7072.106456041336
32700	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.3888807	0.002883645	-2.3839357	-2.3938255	-2.4244795	0.002883645	-2.4195344	-2.4294243	2.3889806	19048.912	7096.465109348297
32800	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.3988705	0.002883645	-2.3939254	-2.4038153	-2.4344692	0.002883645	-2.4295242	-2.439414	2.3989701	19045.014	7121.017190694809
32900	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.40886	0.002883645	-2.4039152	-2.413805	-2.4444587	0.002883645	-2.439514	-2.4494038	2.40896	19041.113	7145.457376003265
33000	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.4188497	0.002883645	-2.413905	-2.4237947	-2.4544485	0.002883645	-2.4495037	-2.4593935	2.4189498	19037.217	7169.844765663147
33100	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.4288397	0.002883645	-2.4238946	-2.4337845	-2.4644384	0.002883645	-2.4594934	-2.4693832	2.4289393	19033.318	7194.13631772995
33200	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.4388292	0.002883645	-2.4338844	-2.4437742	-2.474428	0.002883645	-2.4694831	-2.479373	2.4389293	19029.42	7218.569918394089
33300	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.4488192	0.002883645	-2.4438741	-2.453764	-2.484418	0.002883645	-2.4794729	-2.4893627	2.4489188	19025.521	7243.178348779678
33400	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.4588087	0.002883645	-2.4538639	-2.4637537	-2.4944074	0.002883645	-2.4894626	-2.4993525	2.4589088	19021.625	7267.621860265732
33500	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.4687986	0.002883645	-2.4638536	-2.4737434	-2.5043974	0.002883645	-2.4994524	-2.5093422	2.4688985	19017.729	7292.234295845032
33600	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.4787884	0.002883645	-2.4738433	-2.4837332	-2.5143871	0.002883645	-2.509442	-2.519332	2.478888	19013.832	7316.640971422195
33700	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.4887779	0.002883645	-2.483833	-2.493723	-2.5243766	0.002883645	-2.5194318	-2.5293217	2.488878	19009.936	7341.50093126297
33800	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.4987676	0.002883645	-2.4938228	-2.5037127	-2.5343664	0.002883645	-2.5294216	-2.5393114	2.4988678	19006.041	7366.302808046341
33900	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.5087576	0.002883645	-2.5038126	-2.5137024	-2.5443563	0.002883645	-2.5394113	-2.5493011	2.5088575	19002.146	7390.97456908226
34000	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.518747	0.002883645	-2.5138023	-2.5236921	-2.5543458	0.002883645	-2.549401	-2.559291	2.5188472	18998.252	7415.669672489166
34100	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.528737	0.002883645	-2.523792	-2.5336819	-2.5643356	0.002883645	-2.5593908	-2.5692806	2.5288367	18994.355	7440.2327580451965
34200	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.5387266	0.002883645	-2.5337818	-2.5436716	-2.5743256	0.002883645	-2.5693805	-2.5792704	2.5388267	18990.46	7464.8496530056
34300	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.5487165	0.002883645	-2.5437715	-2.5536613	-2.5843153	0.002883645	-2.5793703	-2.58926	2.5488164	18986.568	7489.516382455826
34400	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.5587063	0.002883645	-2.5537612	-2.563651	-2.5943048	0.002883645	-2.58936	-2.5992498	2.558806	18982.676	7514.183926820755
34500	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.568696	0.002883645	-2.563751	-2.5736408	-2.6042948	0.002883645	-2.5993497	-2.6092396	2.5687957	18978.783	7539.044072389603
34600	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.5786855	0.002883645	-2.5737407	-2.5836306	-2.6142843	0.002883645	-2.6093395	-2.6192293	2.5787857	18974.89	7564.182568073273
34700	-100.0	0.0	-100.0	-100.0	-100.0	0.0	-100.0	-100.0	1.0	1.0	0	-2.5886755	0.002883645	-2.5837305	-2.5936203	-2.6242743	0.002883645	-2.6193292	-2.629219	2.5887754	18970.998	7589.379677295685
