Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
1	-25.016127	30.849682	12.59956	-55.75471	153.74193	0.24823251	0.4237698	2.591573	-0.1796456	10000	9255.0	315.5901	0.0	0.0	0.0	0.0	0.0	0.0	182.63553476333618
2	-22.21449	31.494675	11.953198	-57.975956	166.66667	-0.08554012	0.26276168	0.74671435	-1.3743029	15000	1133.9774	270.6153	0.0	0.0	0.0	0.0	0.0	0.0	365.1854498386383
3	-31.733	29.794535	11.974033	-57.48813	128.86487	-0.6471292	0.8577066	0.50348985	-4.802898	20000	1134.0569	432.00186	0.0	0.0	0.0	0.0	0.0	0.0	548.9032547473907
4	-31.938383	29.379395	12.391276	-56.671303	125.89474	-1.5390099	1.875711	-0.10709008	-10.93099	25000	908.636	368.06683	0.0	0.0	0.0	0.0	0.0	0.0	732.2128760814667
5	-45.750595	20.894659	11.958777	-58.84376	80.59677	-4.1909504	3.431521	-0.17348899	-19.564651	30000	3535.8508	814.3679	0.0	0.0	0.0	0.0	0.0	0.0	1215.7418313026428
6	-41.136433	24.431612	11.481112	-58.07669	100.81633	-8.562118	5.0673018	-1.6151692	-29.789242	35000	2683.0305	578.2723	0.0	0.0	0.0	0.0	0.0	0.0	1409.9925663471222
7	-24.669428	31.31969	11.75374	-58.65024	160.2	-9.421735	6.142102	-2.2224889	-38.081318	40000	1321.3827	246.36023	0.0	0.0	0.0	0.0	0.0	0.0	1602.4738457202911
8	-32.282623	29.321081	11.737588	-57.47802	128.3158	-8.624108	7.54408	-1.2273682	-35.91554	45000	1304.7963	242.51575	0.0	0.0	0.0	0.0	0.0	0.0	1796.7331941127777
9	-20.962357	31.501215	11.208635	-59.23484	177.64285	-7.40064	6.5446606	-0.70316935	-34.35505	50000	1200.9541	217.53462	0.0	0.0	0.0	0.0	0.0	0.0	1994.5080604553223
10	-26.296368	30.910168	11.872297	-56.516434	154.375	-6.378363	7.166327	0.015633855	-43.8627	55000	895.3265	242.86105	0.0	0.0	0.0	0.0	0.0	0.0	2714.1945431232452
11	-33.973114	28.45049	12.189076	-57.266434	129.78947	-7.8181157	9.070457	0.45258406	-55.238373	60000	1257.3265	333.84982	0.0	0.0	0.0	0.0	0.0	0.0	2913.8812630176544
12	-28.682825	30.87106	13.5458355	-60.487076	142.0	-8.219759	10.603084	0.42680895	-48.954975	65000	785.374	247.46602	0.0	0.0	0.0	0.0	0.0	0.0	3112.490581512451
13	-26.914494	30.91726	11.858208	-59.77934	155.0625	-8.418636	11.153417	0.7961843	-65.62499	70000	1207.7336	260.02133	0.0	0.0	0.0	0.0	0.0	0.0	3310.379662513733
14	-19.874792	30.637953	12.92449	-55.06611	178.57143	-5.147987	8.835413	1.2769616	-62.300446	75000	1027.4213	161.74983	0.0	0.0	0.0	0.0	0.0	0.0	3508.1940789222717
15	-33.935837	28.881662	12.412256	-60.254467	119.17073	-6.9007187	10.601462	1.851317	-56.412846	80000	1109.8087	272.1914	0.0	0.0	0.0	0.0	0.0	0.0	4138.209919691086
16	-29.802345	29.748428	13.890307	-56.766365	134.7027	-5.7727613	10.418829	2.1685796	-55.331978	85000	918.3155	214.6567	0.0	0.0	0.0	0.0	0.0	0.0	4332.499017000198
17	-38.17574	27.357027	12.664543	-58.72019	105.6	-8.059047	13.88964	2.8086958	-70.47759	90000	830.61633	255.50618	0.0	0.0	0.0	0.0	0.0	0.0	4528.531049251556
18	-22.447575	30.575876	12.96242	-55.71978	169.67857	-6.6128016	11.709878	2.3859391	-60.170418	95000	791.6369	162.87834	0.0	0.0	0.0	0.0	0.0	0.0	4720.469117641449
19	-33.49128	28.933443	12.506428	-59.884426	124.7	-6.799475	14.367599	3.2601173	-70.64487	100000	748.1272	201.67332	0.0	0.0	0.0	0.0	0.0	0.0	4913.490045070648
20	-28.531628	30.430443	10.938636	-57.692066	144.5	-5.7318335	14.133183	3.5991478	-89.07593	105000	780.1301	139.14883	0.0	0.0	0.0	0.0	0.0	0.0	5528.535703659058
1	-47.351475	17.959164	5.8665137	-58.957623	94.196075	-15.5801935	12.765145	3.7647061	-75.84127	10000	-1.6784668e-08	751.95184	-0.041766874	-260.83054	28.524734	0.008716151	0.1508	79.0	5704.811545848846
2	-39.26805	25.832043	13.477729	-58.02074	109.68889	-23.142351	15.654929	2.060256	-83.797035	15000	1.8310548e-08	436.02805	-0.04411969	-98.72461	28.48298	0.012437345	0.1468	79.0	5877.957295417786
3	-34.003986	27.888885	8.684613	-60.2225	130.47368	-15.872656	12.798194	3.310666	-75.298805	20000	0.0	340.32785	-0.04517716	-58.271637	28.455866	0.0112889055	0.1744	79.0	6050.191420555115
